1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,SalePrice
1132.0,1320.0,0.0,None,4,1Fam,None,None,0.0,0.0,None,None,0,0,None,1117.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,3,Typ,691.0,3,TA,Fin,TA,BuiltIn,2004.0,2452.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,13418.0,Inside,108.0,Reg,0.0,60,RL,132.0,Stone,None,0.0,9,NridgHt,32.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,9,1117.0,AllPub,113.0,2004,2005,2006,309000.0
1097.0,0.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,1097.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,1,Typ,672.0,2,TA,Unf,TA,Attchd,1995.0,1097.0,1,GasA,Ex,1Story,1,TA,Lvl,Gtl,10859.0,Corner,112.0,Reg,0.0,20,RL,0.0,None,None,0.0,6,CollgCr,64.0,5,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1097.0,AllPub,392.0,1994,1995,2009,145000.0
1057.0,0.0,0.0,None,3,1Fam,TA,No,731.0,0.0,GLQ,Unf,1,0,TA,326.0,Y,Norm,Norm,SBrkr,0.0,Gd,TA,VinylSd,VinylSd,None,None,0,CBlock,1,Typ,246.0,1,TA,Unf,TA,Detchd,1953.0,1057.0,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,7922.0,Inside,68.0,Reg,0.0,20,RL,0.0,None,None,0.0,1,NAmes,52.0,7,5,Y,0.0,None,CompShg,Gable,Abnorml,WD,0.0,Pave,5,1057.0,AllPub,0.0,1953,2007,2010,109000.0
1324.0,0.0,0.0,None,3,1Fam,TA,No,643.0,0.0,Rec,Unf,0,0,TA,445.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,GdWo,TA,1,CBlock,2,Typ,440.0,2,TA,RFn,TA,Attchd,1965.0,1324.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8658.0,Inside,84.0,Reg,0.0,20,RL,101.0,BrkFace,None,0.0,12,NAmes,138.0,5,6,Y,0.0,None,CompShg,Gable,Abnorml,WD,0.0,Pave,6,1088.0,AllPub,0.0,1965,1965,2006,160000.0
1752.0,0.0,0.0,None,2,TwnhsE,TA,No,456.0,0.0,GLQ,Unf,1,0,Ex,1296.0,Y,Norm,Norm,SBrkr,0.0,TA,Ex,MetalSd,MetalSd,None,Gd,1,PConc,2,Typ,576.0,2,TA,RFn,TA,Attchd,2005.0,1752.0,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,7658.0,Inside,61.0,Reg,0.0,120,RL,412.0,BrkFace,None,0.0,2,NridgHt,82.0,5,9,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,6,1752.0,AllPub,196.0,2005,2005,2010,319900.0
1656.0,0.0,0.0,None,3,1Fam,TA,Av,24.0,0.0,GLQ,Unf,0,0,Gd,1632.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,826.0,3,TA,RFn,TA,Attchd,2006.0,1656.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11096.0,Inside,84.0,Reg,0.0,20,FV,0.0,None,None,0.0,7,Somerst,146.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,1656.0,AllPub,0.0,2006,2006,2007,249700.0
955.0,0.0,0.0,None,3,1Fam,TA,No,763.0,0.0,BLQ,Unf,1,0,TA,192.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,1,Typ,386.0,1,TA,Unf,TA,Attchd,1966.0,955.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,7742.0,Inside,66.0,Reg,0.0,20,RL,0.0,None,None,0.0,1,Sawyer,0.0,7,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,955.0,AllPub,0.0,1966,1966,2007,127000.0
1360.0,0.0,0.0,None,3,1Fam,TA,No,384.0,0.0,ALQ,Unf,0,0,TA,0.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,MnPrv,TA,1,CBlock,1,Min1,572.0,2,TA,Unf,TA,Detchd,1962.0,1360.0,0,GasA,TA,SLvl,1,TA,Bnk,Mod,7134.0,Inside,60.0,Reg,0.0,80,RL,0.0,None,None,0.0,2,NAmes,50.0,5,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,384.0,AllPub,0.0,1955,1955,2007,130000.0
860.0,860.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,860.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,565.0,2,TA,RFn,TA,Attchd,2004.0,1720.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11645.0,Corner,89.0,IR1,0.0,60,RL,0.0,None,None,0.0,8,CollgCr,70.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,860.0,AllPub,0.0,2004,2004,2006,196500.0
780.0,0.0,0.0,None,2,1Fam,TA,Av,632.0,0.0,ALQ,Unf,0,0,TA,148.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,1,Typ,352.0,1,TA,Unf,TA,Detchd,1973.0,780.0,0,GasA,Ex,1Story,1,TA,Bnk,Gtl,7200.0,Inside,60.0,Reg,0.0,20,RL,0.0,None,None,0.0,1,CollgCr,0.0,7,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,4,780.0,AllPub,196.0,1972,1972,2008,124900.0
1158.0,0.0,0.0,None,3,1Fam,TA,No,941.0,0.0,ALQ,Unf,1,0,Gd,217.0,Y,RRAe,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,1,Typ,576.0,2,TA,Unf,TA,Detchd,2006.0,1158.0,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,13072.0,Inside,63.0,Reg,0.0,20,RL,0.0,None,None,0.0,5,SawyerW,50.0,5,6,Y,0.0,None,CompShg,Gable,Partial,New,0.0,Pave,5,1158.0,AllPub,0.0,2004,2004,2006,158000.0
1370.0,0.0,0.0,None,2,TwnhsE,Gd,Mn,24.0,0.0,GLQ,Unf,0,0,Gd,1346.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,484.0,2,TA,RFn,TA,Attchd,2006.0,1370.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6442.0,Inside,44.0,IR1,0.0,120,RL,178.0,Stone,None,0.0,10,NridgHt,49.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1370.0,AllPub,120.0,2006,2006,2007,202500.0
1143.0,1330.0,0.0,None,4,1Fam,None,None,0.0,0.0,None,None,0,0,None,1143.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,852.0,3,TA,RFn,TA,BuiltIn,2004.0,2473.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9591.0,Inside,76.0,Reg,0.0,60,RL,344.0,BrkFace,None,0.0,10,NridgHt,151.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,9,1143.0,AllPub,192.0,2004,2005,2007,317000.0
1479.0,0.0,0.0,None,3,1Fam,TA,Av,1013.0,0.0,GLQ,Unf,1,0,Gd,440.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,558.0,2,TA,RFn,TA,Attchd,2003.0,1479.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10665.0,Inside,72.0,IR1,0.0,20,RL,167.0,BrkFace,None,0.0,6,CollgCr,29.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,1453.0,AllPub,144.0,2003,2003,2007,226000.0
747.0,0.0,0.0,None,2,1Fam,None,None,0.0,0.0,None,None,0,0,None,747.0,Y,Artery,Norm,SBrkr,0.0,Gd,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,220.0,1,TA,Unf,TA,Attchd,1945.0,747.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,4608.0,Corner,47.0,Reg,0.0,30,RM,0.0,None,None,0.0,6,OldTown,0.0,6,4,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,4,747.0,AllPub,0.0,1945,1950,2010,80000.0
845.0,0.0,0.0,None,2,1Fam,TA,No,565.0,0.0,ALQ,Unf,1,0,TA,280.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,None,None,0,CBlock,1,Typ,360.0,2,TA,Unf,TA,Detchd,1987.0,845.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7599.0,Corner,69.0,Reg,0.0,20,RL,0.0,None,None,0.0,6,Mitchel,0.0,6,4,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,4,845.0,AllPub,0.0,1982,2006,2007,129500.0
952.0,0.0,0.0,None,2,1Fam,TA,No,228.0,0.0,ALQ,Unf,0,0,TA,724.0,Y,Norm,Norm,FuseA,0.0,TA,TA,VinylSd,VinylSd,None,None,0,CBlock,1,Typ,283.0,1,TA,Unf,TA,Detchd,1956.0,952.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8475.0,Inside,92.05976319760984,IR1,0.0,20,RL,0.0,None,None,0.0,4,NAmes,0.0,7,4,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,4,952.0,AllPub,0.0,1956,1956,2008,135750.0
1065.0,0.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,1065.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,461.0,2,TA,Unf,TA,Detchd,1974.0,1065.0,1,GasA,Gd,1Story,1,TA,Lvl,Gtl,8892.0,Inside,80.0,IR1,0.0,20,RL,66.0,BrkCmn,None,0.0,7,NAmes,0.0,5,5,Y,0.0,None,CompShg,Gable,Normal,COD,0.0,Pave,6,1065.0,AllPub,74.0,1960,1960,2007,126500.0
1301.0,1116.0,0.0,None,4,1Fam,None,None,0.0,0.0,None,None,0,0,None,1288.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,None,TA,1,CBlock,2,Typ,462.0,2,TA,Unf,TA,Attchd,1991.0,2417.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,16059.0,Corner,121.0,Reg,0.0,60,RL,284.0,BrkFace,None,0.0,4,NoRidge,82.0,5,8,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,9,1288.0,AllPub,127.0,1991,1992,2006,260000.0
684.0,876.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,684.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,400.0,2,TA,Fin,TA,BuiltIn,2005.0,1560.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11911.0,Inside,122.0,IR2,0.0,60,RL,0.0,None,None,0.0,3,Gilbert,38.0,5,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,684.0,AllPub,100.0,2005,2005,2009,174000.0
905.0,881.0,0.0,None,3,1Fam,TA,No,648.0,0.0,GLQ,Unf,1,0,Gd,176.0,Y,Norm,Norm,SBrkr,0.0,Gd,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,684.0,2,TA,RFn,TA,Attchd,1997.0,1786.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9337.0,Inside,69.0,IR1,0.0,60,RL,0.0,None,None,0.0,5,CollgCr,162.0,5,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,824.0,AllPub,0.0,1997,1997,2007,204750.0
1588.0,0.0,0.0,None,3,1Fam,TA,Av,1162.0,0.0,ALQ,Unf,0,0,Gd,426.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,472.0,2,TA,RFn,TA,Attchd,1999.0,1588.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10264.0,Inside,78.0,IR1,0.0,20,RL,183.0,BrkFace,None,0.0,8,CollgCr,29.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1588.0,AllPub,158.0,1999,1999,2006,214000.0
960.0,0.0,0.0,None,3,1Fam,TA,No,520.0,0.0,Rec,Unf,1,0,TA,440.0,Y,Norm,Norm,FuseF,0.0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,1,Typ,432.0,1,TA,Fin,TA,Attchd,1965.0,960.0,0,GasA,TA,1Story,1,TA,HLS,Gtl,10921.0,Inside,73.0,Reg,0.0,20,RL,48.0,BrkFace,None,0.0,5,Edwards,0.0,5,4,P,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,6,960.0,AllPub,120.0,1965,1965,2007,94750.0
1610.0,0.0,0.0,None,3,1Fam,TA,Mn,1200.0,0.0,ALQ,Unf,1,0,TA,410.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,None,TA,2,PConc,2,Typ,480.0,2,TA,RFn,TA,Attchd,1977.0,1610.0,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,10603.0,Inside,102.97086966710536,IR1,0.0,20,RL,28.0,BrkFace,None,0.0,2,NWAmes,68.0,7,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1610.0,AllPub,168.0,1977,2001,2010,205000.0
977.0,755.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,741.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,None,TA,1,CBlock,2,Typ,476.0,2,TA,Fin,TA,Attchd,1985.0,1732.0,1,GasA,TA,2Story,1,Gd,Lvl,Gtl,9206.0,Inside,77.0,Reg,0.0,60,RL,336.0,BrkFace,None,0.0,6,SawyerW,46.0,5,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,741.0,AllPub,192.0,1985,1985,2010,178000.0
1226.0,0.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,1226.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,740.0,3,TA,RFn,TA,Attchd,2009.0,1226.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10402.0,Corner,94.0,IR1,0.0,20,RL,0.0,None,None,0.0,5,CollgCr,36.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1226.0,AllPub,0.0,2009,2009,2010,198900.0
1216.0,639.0,0.0,None,4,1Fam,Fa,No,444.0,0.0,Rec,Unf,0,0,TA,550.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,2,Typ,325.0,1,TA,Unf,TA,Attchd,1954.0,1855.0,0,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,9525.0,Inside,75.0,Reg,0.0,50,RL,0.0,None,None,0.0,10,Edwards,0.0,4,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,994.0,AllPub,182.0,1954,1972,2006,136900.0
774.0,656.0,0.0,None,3,1Fam,TA,No,250.0,0.0,GLQ,Unf,0,0,Gd,134.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,400.0,2,TA,Fin,TA,BuiltIn,2000.0,1430.0,1,GasA,Ex,SLvl,1,TA,Lvl,Gtl,7750.0,Inside,88.03408430829504,IR1,0.0,80,RL,0.0,None,None,0.0,4,Gilbert,0.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,384.0,AllPub,180.0,2000,2000,2010,180000.0
1125.0,0.0,0.0,None,2,1Fam,None,None,0.0,0.0,None,None,0,0,None,1125.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,1,Typ,430.0,2,TA,Unf,TA,Attchd,2007.0,1125.0,1,GasA,Gd,1Story,1,TA,Lvl,Gtl,8536.0,Corner,74.0,Reg,0.0,20,RL,0.0,None,None,0.0,4,Edwards,64.0,5,5,Y,0.0,None,CompShg,Gable,Partial,New,0.0,Pave,5,1125.0,AllPub,80.0,2006,2007,2007,155000.0
728.0,728.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,728.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,390.0,2,TA,Fin,TA,Attchd,2005.0,1456.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8461.0,Inside,65.0,Reg,0.0,60,RL,0.0,None,None,0.0,7,CollgCr,24.0,5,6,Y,0.0,None,CompShg,Gable,Partial,New,0.0,Pave,8,728.0,AllPub,0.0,2005,2006,2006,163990.0
